,Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,Popularity,MSRP
1155,GMC,5,regular,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,22,549,41020
1156,GMC,5,regular,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,22,549,34175
1157,GMC,5,regular,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,22,549,47890
1158,GMC,5,regular,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,22,549,38755
1159,GMC,5,regular,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,22,549,43020
1160,GMC,4,regular,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,26,549,38350
1161,GMC,4,regular,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,25,549,43750
1162,GMC,4,regular,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,26,549,35070
1163,GMC,4,regular,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,26,549,32450
1164,GMC,4,regular,194.0,4.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,25,549,37070
1165,GMC,4,regular,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,25,549,41450
1166,GMC,4,regular,194.0,4.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,25,549,34450
1167,GMC,4,regular,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,26,549,29070
1168,GMC,4,regular,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,25,549,44920
1169,GMC,4,regular,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,suv,25,549,46920
1170,GMC,4,regular,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,suv,25,549,41750
1171,Hyundai,7,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,37,1439,17395
1172,Hyundai,7,regular,138.0,4.0,MANUAL,front wheel drive,4.0,Other,Compact,hatchback,38,1439,14895
1173,Hyundai,7,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,sedan,37,1439,15645
1174,Hyundai,7,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,37,1439,16095
1175,Hyundai,7,regular,138.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,38,1439,14645
1176,Hyundai,7,regular,138.0,4.0,MANUAL,front wheel drive,4.0,Other,Compact,hatchback,38,1439,16395
1177,Hyundai,6,regular,137.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,38,1439,14745
1178,Hyundai,6,regular,137.0,4.0,MANUAL,front wheel drive,4.0,Other,Compact,hatchback,38,1439,14995
1179,Hyundai,6,regular,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,sedan,37,1439,15745
1180,Hyundai,6,regular,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,37,1439,17495
1181,Hyundai,6,regular,137.0,4.0,MANUAL,front wheel drive,4.0,Other,Compact,hatchback,38,1439,16495
1182,Hyundai,6,regular,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,37,1439,16195
1183,Hyundai,5,regular,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,sedan,37,1439,15745
1184,Hyundai,5,regular,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,37,1439,17495
1185,Hyundai,5,regular,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,hatchback,37,1439,16195
1186,Hyundai,5,regular,137.0,4.0,MANUAL,front wheel drive,4.0,Other,Compact,hatchback,38,1439,16495
1187,Hyundai,5,regular,137.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,38,1439,14745
1188,Hyundai,5,regular,137.0,4.0,MANUAL,front wheel drive,4.0,Other,Compact,hatchback,38,1439,14995
1189,Plymouth,28,regular,100.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,29,535,2000
1190,Plymouth,27,regular,106.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,sedan,25,535,2000
1191,Plymouth,26,regular,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,sedan,26,535,2000
1192,Honda,11,regular,271.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,hatchback,25,2202,34020
1193,Honda,11,regular,271.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,hatchback,25,2202,36220
1194,Honda,11,regular,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,hatchback,27,2202,29670
1195,Honda,11,regular,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,hatchback,27,2202,34770
1196,Honda,11,regular,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,hatchback,27,2202,32570
1197,Honda,10,regular,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,hatchback,27,2202,29990
1198,Honda,10,regular,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,hatchback,27,2202,32890
1199,Honda,10,regular,271.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,hatchback,26,2202,36540
1200,Honda,10,regular,271.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,hatchback,26,2202,34340
1201,Honda,10,regular,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,hatchback,27,2202,35090
1202,Honda,7,regular,195.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,sedan,45,2202,31905
1203,Honda,7,regular,195.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,sedan,45,2202,29155
1204,Honda,7,regular,195.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,sedan,45,2202,34905
1205,Honda,6,regular,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,sedan,45,2202,35055
1206,Honda,6,regular,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,sedan,45,2202,32055
1207,Honda,6,regular,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,sedan,45,2202,29305
1208,Honda,4,regular,212.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,sedan,47,2202,29605
1209,Honda,4,regular,212.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,sedan,47,2202,32905
1210,Honda,4,regular,212.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,sedan,47,2202,35955
1211,Honda,7,regular,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,sedan,46,2202,39780
1212,Honda,6,regular,278.0,6.0,MANUAL,front wheel drive,2.0,Other,Midsize,coupe,28,2202,30775
1213,Honda,6,regular,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,34,2202,32270
1214,Honda,6,regular,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Other,Midsize,coupe,32,2202,32550
1215,Honda,6,regular,185.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Midsize,coupe,34,2202,23775
1216,Honda,6,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,35,2202,26300
1217,Honda,6,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,36,2202,30195
1218,Honda,6,regular,185.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Midsize,coupe,34,2202,25450
1219,Honda,6,regular,278.0,6.0,MANUAL,front wheel drive,2.0,Other,Midsize,coupe,28,2202,32550
1220,Honda,6,regular,189.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,35,2202,24665
1221,Honda,6,regular,185.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Midsize,sedan,34,2202,25030
1222,Honda,6,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,35,2202,30270
1223,Honda,6,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,36,2202,25830
1224,Honda,6,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,35,2202,28495
1225,Honda,6,regular,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,34,2202,30495
1226,Honda,6,regular,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Other,Midsize,coupe,32,2202,30775
1227,Honda,6,regular,185.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Midsize,sedan,34,2202,22105
1228,Honda,6,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,36,2202,28420
1229,Honda,6,regular,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,34,2202,33630
1230,Honda,6,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,35,2202,24625
1231,Honda,6,regular,189.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Midsize,sedan,34,2202,23865
1232,Honda,6,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,36,2202,22905
1233,Honda,5,regular,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,34,2202,32745
1234,Honda,5,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,37,2202,28670
1235,Honda,5,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,35,2202,26850
1236,Honda,5,regular,189.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,35,2202,25065
1237,Honda,5,regular,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,34,2202,30745
1238,Honda,5,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,37,2202,27380
1239,Honda,5,regular,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,sedan,34,2202,34680
1240,Honda,5,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,35,2202,27850
1241,Honda,5,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,35,2202,24725
1242,Honda,5,regular,189.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Midsize,sedan,34,2202,24265
1243,Honda,5,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,37,2202,26380
1244,Honda,5,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,35,2202,30845
1245,Honda,5,regular,185.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Midsize,sedan,34,2202,25580
1246,Honda,5,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,37,2202,23005
1247,Honda,5,regular,185.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Midsize,coupe,34,2202,23875
1248,Honda,5,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,35,2202,28845
1249,Honda,5,regular,189.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,35,2202,26065
1250,Honda,5,regular,185.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Midsize,coupe,34,2202,26000
1251,Honda,5,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,35,2202,25725
1252,Honda,5,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,37,2202,24005
1253,Honda,5,regular,278.0,6.0,MANUAL,front wheel drive,2.0,Other,Midsize,coupe,28,2202,31025
1254,Honda,5,regular,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Other,Midsize,coupe,32,2202,34225
1255,Honda,5,regular,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Other,Midsize,coupe,32,2202,33025
1256,Honda,5,regular,185.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Midsize,sedan,34,2202,22205
1257,Honda,5,regular,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Other,Midsize,coupe,32,2202,31025
1258,Honda,5,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,37,2202,30670
1259,Honda,4,regular,189.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,34,2202,26215
1260,Honda,4,regular,185.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Midsize,coupe,32,2202,24025
1261,Honda,4,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,34,2202,30995
1262,Honda,4,regular,185.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Midsize,sedan,32,2202,22355
1263,Honda,4,regular,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,sedan,33,2202,34830
1264,Honda,4,regular,185.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Midsize,coupe,32,2202,26150
1265,Honda,4,regular,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,33,2202,32895
1266,Honda,4,regular,189.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,34,2202,25215
1267,Honda,4,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,36,2202,27530
1268,Honda,4,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,36,2202,28820
1269,Honda,4,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,36,2202,24155
1270,Honda,4,regular,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Other,Midsize,coupe,32,2202,34375
1271,Honda,4,regular,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,33,2202,30895
1272,Honda,4,regular,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Other,Midsize,coupe,32,2202,33175
1273,Honda,4,regular,278.0,6.0,MANUAL,front wheel drive,2.0,Other,Midsize,coupe,28,2202,31175
1274,Honda,4,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,34,2202,27000
1275,Honda,4,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,34,2202,28000
1276,Honda,4,regular,189.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Midsize,sedan,32,2202,24415
1277,Honda,4,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,34,2202,28995
1278,Honda,4,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,36,2202,30820
1279,Honda,4,regular,278.0,6.0,AUTOMATIC,front wheel drive,2.0,Other,Midsize,coupe,32,2202,31175
1280,Honda,4,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,34,2202,25875
1281,Honda,4,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,36,2202,26530
1282,Honda,4,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,36,2202,23155
1283,Honda,4,regular,189.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,34,2202,26215
1284,Honda,4,regular,185.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Midsize,sedan,32,2202,25730
1285,Honda,4,regular,189.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Midsize,sedan,32,2202,25415
1286,Honda,4,regular,185.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,34,2202,24875
1287,Oldsmobile,25,regular,150.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Midsize,sedan,30,26,2000
1288,Oldsmobile,25,regular,150.0,4.0,MANUAL,front wheel drive,2.0,Unknown,Midsize,coupe,30,26,2000
1289,Oldsmobile,24,regular,150.0,4.0,UNKNOWN,front wheel drive,2.0,Unknown,Midsize,coupe,29,26,2000
1290,Oldsmobile,24,regular,150.0,4.0,UNKNOWN,front wheel drive,4.0,Unknown,Midsize,sedan,29,26,2000
1291,Oldsmobile,23,regular,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,27,26,2000
1292,BMW,7,premium,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,sedan,30,3916,61400
1293,BMW,6,premium,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,sedan,30,3916,61900
1294,BMW,5,premium,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,sedan,30,3916,62100
1295,BMW,8,premium,350.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,sedan,30,3916,84300
1296,BMW,7,premium,350.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,sedan,30,3916,84300
1297,BMW,6,premium,335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,sedan,30,3916,84300
1298,BMW,11,premium,480.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,suv,19,3916,88900
1299,BMW,10,premium,480.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,suv,19,3916,88900
1300,Suzuki,16,regular,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Unknown,Compact,sedan,26,481,17049
1301,Suzuki,16,regular,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,wagon,28,481,16349
1302,Suzuki,16,regular,155.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,wagon,28,481,15949
1303,Suzuki,16,regular,155.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,481,13449
1304,Suzuki,16,regular,155.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,wagon,28,481,15449
1305,Suzuki,16,regular,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Unknown,Compact,wagon,26,481,17349
1306,Suzuki,16,regular,155.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,481,15649
1307,Suzuki,16,regular,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,wagon,26,481,16849
1308,Suzuki,16,regular,155.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,481,15149
1309,Suzuki,16,regular,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,sedan,28,481,16049
1310,Suzuki,16,regular,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,sedan,26,481,16549
1311,Suzuki,16,regular,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Unknown,Compact,wagon,26,481,17849
1312,Suzuki,16,regular,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,sedan,28,481,14349
1313,Suzuki,16,regular,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Unknown,Compact,sedan,26,481,17549
1314,Suzuki,15,regular,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Unknown,Compact,wagon,26,481,16599
1315,Suzuki,15,regular,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,wagon,28,481,15499
1316,Suzuki,15,regular,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,sedan,28,481,15999
1317,Suzuki,15,regular,155.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,481,14099
1318,Suzuki,15,regular,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Unknown,Compact,sedan,26,481,16099
1319,Suzuki,15,regular,155.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,wagon,28,481,15299
1320,Suzuki,15,regular,155.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,wagon,28,481,14599
1321,Suzuki,15,regular,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Unknown,Compact,sedan,26,481,16999
1322,Suzuki,15,regular,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Unknown,Compact,wagon,26,481,17099
1323,Suzuki,15,regular,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,sedan,28,481,14999
1324,Suzuki,15,regular,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,wagon,28,481,16199
1325,Suzuki,15,regular,155.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,481,15099
1326,Suzuki,14,regular,155.0,4.0,MANUAL,front wheel drive,4.0,Unknown,Compact,sedan,28,481,14299
1327,Suzuki,14,regular,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Unknown,Compact,sedan,26,481,16299
1328,Suzuki,14,regular,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Unknown,Compact,sedan,26,481,17199
1329,Suzuki,14,regular,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,sedan,28,481,15299
1330,Suzuki,14,regular,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,sedan,28,481,16199
1331,Ford,26,regular,135.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Midsize,cargo minivan,22,5657,2000
1332,Ford,26,regular,135.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Midsize,passenger minivan,22,5657,2000
1333,Ford,26,regular,155.0,6.0,AUTOMATIC,all wheel drive,3.0,Unknown,Large,passenger minivan,18,5657,2000
1334,Ford,26,regular,135.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Large,passenger minivan,22,5657,2000
1335,Ford,25,regular,140.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Midsize,passenger minivan,21,5657,2000
1336,Ford,25,regular,155.0,6.0,AUTOMATIC,all wheel drive,3.0,Unknown,Large,passenger minivan,19,5657,2000
1337,Ford,25,regular,140.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Large,passenger minivan,21,5657,2000
1338,Ford,25,regular,140.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Midsize,cargo minivan,22,5657,2000
1339,Ford,24,regular,140.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Midsize,cargo minivan,21,5657,2000
1340,Ford,24,regular,140.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Large,passenger minivan,22,5657,2000
1341,Ford,24,regular,152.0,6.0,AUTOMATIC,all wheel drive,3.0,Unknown,Large,passenger minivan,17,5657,2000
1342,Ford,24,regular,140.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Midsize,passenger minivan,22,5657,2000
1343,Oldsmobile,19,regular,170.0,6.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,27,26,22395
1344,Oldsmobile,19,regular,170.0,6.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,27,26,21080
1345,Oldsmobile,19,regular,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,30,26,19605
1346,Oldsmobile,19,regular,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,27,26,21080
1347,Oldsmobile,19,regular,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,30,26,17805
1348,Oldsmobile,19,regular,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,30,26,17805
1349,Oldsmobile,19,regular,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,30,26,19855
1350,Oldsmobile,19,regular,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,27,26,22145
1351,Oldsmobile,18,regular,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,27,26,21585
1352,Oldsmobile,18,regular,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,30,26,18085
1353,Oldsmobile,18,regular,170.0,6.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,27,26,21585
1354,Oldsmobile,18,regular,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,30,26,20035
1355,Oldsmobile,18,regular,170.0,6.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,27,26,22935
1356,Oldsmobile,18,regular,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,27,26,22685
1357,Oldsmobile,18,regular,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,30,26,18085
1358,Oldsmobile,18,regular,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,30,26,20035
1359,Oldsmobile,17,regular,170.0,6.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,27,26,23335
1360,Oldsmobile,17,regular,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,31,26,18485
1361,Oldsmobile,17,regular,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,27,26,21985
1362,Oldsmobile,17,regular,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,31,26,20435
1363,Oldsmobile,17,regular,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,31,26,18485
1364,Oldsmobile,17,regular,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,31,26,20435
1365,Oldsmobile,17,regular,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,sedan,27,26,23085
1366,Oldsmobile,17,regular,170.0,6.0,AUTOMATIC,front wheel drive,2.0,Unknown,Midsize,coupe,27,26,21985
1367,Cadillac,30,regular,200.0,8.0,AUTOMATIC,front wheel drive,2.0,Luxury,Compact,convertible,20,1624,2000
1368,Cadillac,29,regular,200.0,8.0,AUTOMATIC,front wheel drive,2.0,Luxury,Compact,convertible,20,1624,2234
1369,Cadillac,28,regular,295.0,8.0,AUTOMATIC,front wheel drive,2.0,Luxury,Compact,convertible,20,1624,2358
1370,Audi,18,regular,250.0,6.0,MANUAL,all wheel drive,4.0,Luxury,Midsize,wagon,21,3105,39950
1371,Audi,18,regular,250.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,20,3105,41000
1372,Audi,17,regular,300.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,19,3105,46950
1373,Audi,17,regular,250.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,20,3105,39950
1374,Audi,17,regular,250.0,6.0,MANUAL,all wheel drive,4.0,Luxury,Midsize,wagon,21,3105,39950
1375,Audi,16,regular,250.0,6.0,MANUAL,all wheel drive,4.0,Luxury,Midsize,wagon,21,3105,40250
1376,Audi,16,regular,300.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,19,3105,47250
1377,Audi,16,regular,250.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,20,3105,40250
1378,Audi,7,premium,220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,27,3105,40700
1379,Audi,7,premium,220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,27,3105,43300
1380,Audi,7,premium,220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,27,3105,49200
